Name,Tier,Class,Card Type,Mana Cost,Rarity,Set,Tribe/School,Mechanic
Maiev Shadowsong,League 5,Neutral,Minion,4,Legendary,Ashes of Outland,None,Battlecry
Mogu'shan Warden,League 5,Neutral,Minion,4,Common,Legacy,None,Taunt
Hozen Healer,League 5,Neutral,Minion,4,Common,Mean Streets of Gadgetzan,None,"Battlecry, Health"
The Fist of Ra-den,League 4,Shaman,Weapon,4,Legendary,Descent of Dragons,None,Summon
Swiftscale Trickster,League 3,Rogue,Minion,4,Rare,Voyage to the Sunken City,Naga,
Deepwater Evoker,League 3,Mage,Minion,4,Rare,United in Stormwind,Pirate,
Grave Rune,League 3,Priest,Spell,4,Common,Descent of Dragons,Shadow,
Bone Wraith,League 5,Neutral,Minion,4,Common,Saviours of Uldum,Undead,"Reborn, Taunt"
Warsong Wrangler,League 4,Hunter,Minion,4,Epic,Forged in the Barrens,"Beast, None","Battlecry, Buff, Discover"
Assassinate,League 5,Rogue,Spell,4,Common,"Core, Legacy",None,Removal
Night Howler,League 5,Neutral,Minion,4,Common,Knights of the Frozen Throne,None,
Big Game Hunter,League 5,Neutral,Minion,4,Epic,"Core, Legacy",None,"Battlecry, Removal"
Jungle Moonkin,League 5,Druid,Minion,4,Rare,League of Explorers,None,Spell Damage
Old Murk-Eye,League 3,Neutral,Minion,4,Legendary,Legacy,Murloc,Charge
Vengeful Spirit,League 5,Demon Hunter,Minion,4,Epic,Forged in the Barrens,Undead,"Deathrattle, Draw, Outcast, Tutor"
"Kazakus, Golem Shaper",League 4,Neutral,Minion,4,Legendary,Forged in the Barrens,None,Battlecry
Twilight Drake,League 5,Neutral,Minion,4,Rare,Legacy,Dragon,"Battlecry, Hand"
Sunfire Smithing,League 4,Warrior,Spell,4,Rare,March of the Lich king,Fire,"Buff, Weapon"
"Felerin, the Forgotten",League 3,Demon Hunter,Minion,4,Legendary,March of the Lich king,None,
Raging Felscreamer,League 4,Demon Hunter,Minion,4,Rare,"Core, Demon Hunter Initiate","Demon, None","Battlecry, Mana"
Blightnozzle Crawler,League 5,Rogue,Minion,4,Rare,Boomsday Project,Mech,"Deathrattle, Poisonous, Rush, Summon"
Demented Frostcaller,League 5,Mage,Minion,4,Rare,Whispers of the Old Gods,None,Freeze
Cursed Disciple,League 5,Neutral,Minion,4,Common,Kobolds and Catacombs,"None, Undead","Deathrattle, Summon"
Sunstruck Henchman,League 5,Neutral,Minion,4,Rare,Saviours of Uldum,None,
Arrogant Crusader,League 5,Paladin,Minion,4,Rare,Knights of the Frozen Throne,Undead,"Deathrattle, Summon"
Dun Baldar Bridge,League 3,Paladin,Spell,4,Rare,Fractured in Alterac Valley,None,
Ghastly Conjurer,League 5,Mage,Minion,4,Rare,Knights of the Frozen Throne,Undead,"Battlecry, Summon, Taunt"
Wee Spellstopper,League 5,Mage,Minion,4,Epic,Goblins v Gnomes,None,Disruption
Annoy-o-Module,League 5,Paladin,Minion,4,Rare,Boomsday Project,Mech,"Divine Shield, Magnetic, Taunt"
Lesser Amethyst Spellstone,League 4,Warlock,Spell,4,Rare,Kobolds and Catacombs,Shadow,"Deal Damage, Health"
Cariel Roame,League 3,Paladin,Minion,4,Legendary,Forged in the Barrens,"Holy, None",
Shroom Brewer,League 5,Neutral,Minion,4,Common,Kobolds and Catacombs,None,"Battlecry, Health"
Shadow Word: Horror,League 3,Priest,Spell,4,Rare,Whispers of the Old Gods,Shadow,
Frostwolf Warmaster,League 4,Neutral,Minion,4,Rare,Fractured in Alterac Valley,None,Mana
Splitting Axe,League 2,Shaman,Weapon,4,Epic,Saviours of Uldum,"None, Totem",
Selfish Shellfish,League 4,Neutral,Minion,4,Common,Voyage to the Sunken City,Beast,"Deathrattle, Disruption"
Omega Devastator,League 5,Warrior,Minion,4,Epic,Rise of Shadows,Mech,Deal Damage
Bubblebot,League 3,Paladin,Minion,4,Common,Voyage to the Sunken City,Mech,
Midnight Drake,League 5,Neutral,Minion,4,Rare,Whispers of the Old Gods,Dragon,"Battlecry, Hand"
Eversong Portal,League 4,Hunter,Spell,4,Rare,March of the Lich king,"Arcane, Beast","Rush, Spell Damage, Summon"
Barricade,League 4,"Paladin, Warrior",Spell,4,Common,Madness at the Darkmoon Faire,None,"Summon, Taunt"
Warsong Outrider,League 5,Warrior,Minion,4,Common,Legacy,None,Rush
Mechanical Yeti,League 5,Neutral,Minion,4,Common,Goblins v Gnomes,Mech,Deathrattle
Private Eye,League 3,Rogue,Minion,4,Common,Murder at Castle Nathria,None,"Battlecry, Combo, Secret"
Bright-Eyed Scout,League 5,Neutral,Minion,4,Epic,Journey to Un'goro,None,"Battlecry, Draw, Mana"
Spectral Cutlass,League 3,Rogue,Weapon,4,Epic,The Witchwood,None,
Herald of Lokholar,League 5,Neutral,Minion,4,Common,Fractured in Alterac Valley,"Frost, None","Battlecry, Draw, Tutor"
Fel'dorei Warband,League 3,Demon Hunter,Spell,4,Common,March of the Lich king,None,
Stonebound Gargon,League 4,Hunter,Minion,4,Common,Murder at Castle Nathria,Beast,Rush
Dragonmaw Poacher,League 5,Neutral,Minion,4,Rare,Descent of Dragons,None,"Battlecry, Rush"
Plaguemaw the Rotting,League 5,Druid,Minion,4,Legendary,Forged in the Barrens,"Quilboar, Undead","Summon, Taunt"
Oasis Snapjaw,League 5,Neutral,Minion,4,Common,Legacy,Beast,
Avalanche,League 5,Shaman,Spell,4,Rare,Knights of the Frozen Throne,Frost,"Deal Damage, Freeze"
Juicy Psychmelon,League 4,Druid,Spell,4,Epic,Boomsday Project,Nature,Draw
Necromechanic,League 5,Hunter,Minion,4,Epic,Boomsday Project,None,Deathrattle
Canal Slogger,League 3,Shaman,Minion,4,Common,United in Stormwind,Elemental,
Axe Berserker,League 5,Warrior,Minion,4,Common,Fractured in Alterac Valley,None,"Draw, Rush, Tutor, Weapon"
Saronite Chain Gang,League 5,Neutral,Minion,4,Rare,Knights of the Frozen Throne,None,"Battlecry, Summon, Taunt"
Multi-Shot,League 5,Hunter,Minion,4,Common,Legacy,None,Deal Damage
Burrowing Scorpid,League 5,Neutral,Minion,4,Common,Ashes of Outland,Beast,"Battlecry, Deal Damage, Stealth"
Squallhunter,League 5,Shaman,Minion,4,Common,Descent of Dragons,Dragon,"Overload, Spell Damage"
Divine Rager,League 5,Neutral,Minion,4,Common,Scholomance Academy,Elemental,Divine Shield
Lilian Voss,League 5,Rogue,Minion,4,Legendary,Knights of the Frozen Throne,Undead,"Battlecry, Thief"
Partner in Crime,League 5,Priest,Minion,4,Common,Murder at Castle Nathria,None,"Battlecry, Buff, Summon"
From the Depths,League 4,Warrior,Spell,4,Rare,Voyage to the Sunken City,None,"Dredge, Mana"
Violet Teacher,League 5,Neutral,Minion,4,Rare,Legacy,None,Summon
Savage Combatant,League 5,Druid,Minion,4,Rare,The Grand Tournament,Beast,Hero Attack
Troll Batrider,League 5,Neutral,Minion,4,Common,Descent of Dragons,None,"Battlecry, Deal Damage"
Water Elemental,League 5,Mage,Minion,4,Common,Legacy,Elemental,Freeze
Hippogryph,League 5,Neutral,Minion,4,Common,Descent of Dragons,Beast,"Rush, Taunt"
Widowbloom Seedsman,League 2,Druid,Minion,4,Epic,Murder at Castle Nathria,"Nature, None","Battlecry, Draw, Mana"
Korrak the Bloodrager,League 4,Neutral,Minion,4,Legendary,Forged in the Barrens,None,"Deathrattle, Summon"
Fist of Jaraxxus,League 2,Warlock,Spell,4,Rare,The Grand Tournament,Fel,
Sorcerer's Apprentice,League 4,Mage,Minion,4,Common,Legacy,None,Mana
Nordrassil Druid,League 5,Druid,Minion,4,Rare,Legacy,None,"Battlecry, Mana"
Felsoul Inquisitor,League 5,Neutral,Minion,4,Common,The Witchwood,Demon,"Health, Taunt"
Glaiveshark,League 5,Demon Hunter,Minion,4,Common,Voyage to the Sunken City,Beast,"Battlecry, Deal Damage, Hero Attack"
Aberrant Berserker,League 5,Neutral,Minion,4,Common,Whispers of the Old Gods,None,
Il'gynoth,League 4,Demon Hunter,Minion,4,Legendary,Madness at the Darkmoon Faire,None,"Deal Damage, Health"
Remote-Controlled Golem,League 5,Warrior,Minion,4,Epic,United in Stormwind,Mech,Summon
Commander Sivara,League 2,Mage,Minion,4,Legendary,Voyage to the Sunken City,Naga,
Hoarding Dragon,League 5,Neutral,Minion,4,Common,Kobolds and Catacombs,Dragon,Deathrattle
Faceless Shambler,League 5,Neutral,Minion,4,Epic,Whispers of the Old Gods,None,"Battlecry, Taunt"
Germination,League 4,Druid,Spell,4,Rare,Ashes of Outland,Nature,"Summon, Taunt"
Souleater's Scythe,League 4,Demon Hunter,Weapon,4,Legendary,March of the Lich king,None,Discover
Klaxxi Amber-Weaver,League 5,Druid,Minion,4,Rare,Whispers of the Old Gods,None,"Battlecry, C'thun"
Refreshment Vendor,League 5,Neutral,Minion,4,Common,The Grand Tournament,None,"Battlecry, Health"
Archmage Vargoth,League 4,Neutral,Minion,4,Legendary,Rise of Shadows,None,
Swift Messenger,League 5,Neutral,Minion,4,Common,The Witchwood,None,Rush
Altruis the Outcast,League 4,Demon Hunter,Minion,4,Legendary,Demon Hunter Initiate,None,Deal Damage
Master of Evolution,League 5,Shaman,Minion,4,Rare,Whispers of the Old Gods,None,"Battlecry, Evolve"
Stormwind Knight,League 5,Neutral,Minion,4,Common,Legacy,None,Charge
Body Wrapper,League 5,Neutral,Minion,4,Epic,Saviours of Uldum,None,"Battlecry, Discover, Resurrect"
Tinker's Sharpsword Oil,League 3,Rogue,Spell,4,Common,Goblins v Gnomes,None,
Kirin Tor Tricaster,League 5,Mage,Minion,4,Rare,Rise of Shadows,None,Spell Damage
Spirit Alpha,League 5,Shaman,Minion,4,Common,United in Stormwind,None,"Overload, Summon, Taunt"
Potion of Illusion,League 2,"Mage, Rogue",Spell,4,Epic,Scholomance Academy,Arcane,
Tomb Spider,League 5,Neutral,Minion,4,Common,League of Explorers,Beast,"Battlecry, Discover"
Lorekeeper Polkelt,League 2,Neutral,Minion,4,Legendary,Scholomance Academy,None,Battlecry
Ogre Magi,League 5,Neutral,Minion,4,Common,Legacy,None,Spell Damage
Auchenai Soulpriest,League 5,Priest,Minion,4,Rare,Legacy,None,"Deal Damage, Health"
Piercing Shot,League 4,Hunter,Spell,4,Common,Forged in the Barrens,None,Deal Damage
Cascading Disaster,League 3,Warlock,Spell,4,Epic,Madness at the Darkmoon Faire,None,
Evil Heckler,League 5,Neutral,Minion,4,Common,The Grand Tournament,None,Taunt
Repulsive Gargantuan,League 5,Death Knight,Minion,4,Epic,Core,"FrostRune, Undead",Disruption
Light of the Phoenix,League 3,Warrior,Spell,4,Common,March of the Lich king,Fire,
Magtheridon,League 4,Neutral,Minion,4,Legendary,Ashes of Outland,Demon,"Battlecry, Removal"
Pride's Fury,League 4,Druid,Spell,4,Common,Forged in the Barrens,None,Buff
Fandral Staghelm,League 5,Druid,Minion,4,Legendary,Whispers of the Old Gods,None,Choose One
Hecklebot,League 4,Neutral,Minion,4,Rare,Rise of Shadows,Mech,"Battlecry, Disruption, Taunt"
Overgrowth,League 3,Druid,Spell,4,Common,Ashes of Outland,Nature,Mana
Umbral Skulker,League 5,Rogue,Minion,4,Epic,Descent of Dragons,None,"Battlecry, Galakrond"
Street Sweeper,League 2,Neutral,Minion,4,Common,March of the Lich king,None,"Battlecry, Deal Damage"
Silvermoon Armorer,League 5,Neutral,Minion,4,Common,March of the Lich king,None,Rush
Krolusk Barkstripper,League 5,Hunter,Minion,4,Epic,Scholomance Academy,Beast,Removal
Dispatch Kodo,League 5,Hunter,Minion,4,Rare,Mean Streets of Gadgetzan,Beast,"Battlecry, Deal Damage"
Felgorger,League 5,Demon Hunter,Minion,4,Epic,United in Stormwind,"Demon, Fel","Battlecry, Draw, Mana, Tutor"
Torrent,League 4,Shaman,Spell,4,Rare,Ashes of Outland,Nature,"Deal Damage, Mana"
Arcane Fletcher,League 5,Hunter,Minion,4,Epic,Rise of Shadows,None,"Draw, Tutor"
Conjured Mirage,League 5,Neutral,Minion,4,Rare,Saviours of Uldum,None,Taunt
Void Shard,League 3,Priest,Spell,4,Common,United in Stormwind,Shadow,
Cannibalize,League 3,Priest,Spell,4,Rare,March of the Lich king,Shadow,
Groundskeeper,League 5,"Druid, Shaman",Minion,4,Rare,Scholomance Academy,None,"Battlecry, Health, Taunt"
Holy Nova,League 3,Priest,Spell,4,Common,"Core, Legacy",Holy,
Hench-Clan Shadequill,League 5,Priest,Minion,4,Common,Rise of Shadows,Quilboar,Deathrattle
Rally!,League 4,"Paladin, Priest",Spell,4,Rare,Madness at the Darkmoon Faire,Holy,"Resurrect, Summon"
Gear Grubber,League 5,Neutral,Minion,4,Rare,Fractured in Alterac Valley,None,"Mana, Taunt"
Halveria Darkraven,Suspect Test,Demon Hunter,Minion,4,Legendary,Festival of Legends,None,"Buff, Rush"
Windspeaker,League 5,Shaman,Minion,4,Common,Legacy,None,"Battlecry, Windfury"
Azsharan Defector,League 5,Demon Hunter,Minion,4,Rare,Voyage to the Sunken City,"Naga, None","Charge, Deal Damage, Deathrattle, Rush"
Fal'dorei Strider,League 4,Rogue,Minion,4,Epic,Kobolds and Catacombs,None,"Battlecry, Summon"
Explodinator,League 5,Neutral,Minion,4,Common,Boomsday Project,Mech,"Battlecry, Deal Damage, Deathrattle, Summon"
Anub'ar Ambusher,League 5,Rogue,Minion,4,Common,Curse of Naxxramas,Undead,Deathrattle
Spawn of Shadows,League 4,Priest,Minion,4,Rare,The Grand Tournament,Undead,"Deal Damage, Hero Power"
Murloc Knight,League 5,Paladin,Minion,4,Common,The Grand Tournament,Murloc,"Hero Power, Summon"
Omega Defender,League 5,Neutral,Minion,4,Epic,Boomsday Project,None,"Battlecry, Taunt"
The Glass Knight,League 5,Paladin,Minion,4,Legendary,The Witchwood,None,"Divine Shield, Health"
Sneaky Devil,League 5,Neutral,Minion,4,Common,Kobolds and Catacombs,"Demon, Imp","Buff, Stealth"
Dragonling Mechanic,League 5,Neutral,Minion,4,Common,Legacy,"Mech, None","Battlecry, Summon"
Worgen Greaser,League 5,Neutral,Minion,4,Common,Mean Streets of Gadgetzan,None,
Scargil,League 2,Shaman,Minion,4,Legendary,Rise of Shadows,Murloc,
Cheesemonger,League 5,Neutral,Minion,4,Epic,United in Stormwind,None,
Poisoned Blade,League 5,Rogue,Location,4,Epic,The Grand Tournament,None,Hero Power
Ancient Shade,League 5,Neutral,Minion,4,Rare,League of Explorers,None,Battlecry
Charged Hammer,League 5,Shaman,Weapon,4,Epic,The Grand Tournament,None,"Deal Damage, Deathrattle, Hero Power"
Enhance-o Mechano,League 4,Neutral,Minion,4,Epic,Goblins v Gnomes,Mech,"Battlecry, Buff"
Rinling's Rifle,League 3,Hunter,Weapon,4,Legendary,Madness at the Darkmoon Faire,None,"Discover, Hero Attack, Secret"
Forest Guide,League 4,Druid,Minion,4,Rare,The Witchwood,None,Draw
Weaponized Piñata,League 5,Neutral,Minion,4,Epic,Boomsday Project,Mech,Deathrattle
Violet Spellsword,League 5,Neutral,Minion,4,Common,Rise of Shadows,None,Battlecry
Wing Commander,League 5,Neutral,Minion,4,Common,Descent of Dragons,"Dragon, None",
Injured Marauder,League 5,Neutral,Minion,4,Common,Forged in the Barrens,None,"Deal Damage, Taunt"
Tamsin's Phylactery,League 3,Warlock,Spell,4,Legendary,Fractured in Alterac Valley,Shadow,
Daring Reporter,League 5,Neutral,Minion,4,Common,Mean Streets of Gadgetzan,None,
Proud Defender,League 5,Neutral,Minion,4,Common,Rise of Shadows,None,Taunt
Obsidian Shard,League 5,Rogue,Weapon,4,Rare,Journey to Un'goro,None,Thief
Glaivetar,Suspect Test,Demon Hunter,Weapon,4,Rare,Festival of Legends,None,"Deathrattle, Draw, Outcast"
Veteran Warmedic,League 5,Paladin,Minion,4,Epic,Forged in the Barrens,"Holy, None","Health, Summon"
Disciplinarian Gandling,League 5,"Priest, Warlock",Minion,4,Legendary,Scholomance Academy,None,Summon
Construct Quarter,League 3,Death Knight,Location,4,Rare,March of the Lich king,"None, Undead","Rush, Summon"
Lakkari Felhound,League 4,Warlock,Minion,4,Common,"Core, Journey to Un'goro",Demon,"Battlecry, Discard, Taunt"
Dark Iron Dwarf,League 5,Neutral,Minion,4,Common,Legacy,None,"Battlecry, Buff"
Goblin Blastmage,League 5,Mage,Minion,4,Rare,Goblins v Gnomes,"Mech, None","Battlecry, Deal Damage"
Twilight Guardian,League 5,Neutral,Minion,4,Epic,The Grand Tournament,Dragon,"Battlecry, Taunt"
Chillblade Champion,League 4,Paladin,Minion,4,Common,Knights of the Frozen Throne,Undead,"Charge, Health"
Incanter's Flow,League 3,Mage,Spell,4,Common,Ashes of Outland,Arcane,
C'Thun's Chosen,League 4,Neutral,Minion,4,Common,Whispers of the Old Gods,None,"Battlecry, C'thun, Divine Shield"
Hungry Dragon,League 5,Neutral,Minion,4,Common,Blackrock Mountain,Dragon,Battlecry
Stegodon,League 5,Neutral,Minion,4,Common,Journey to Un'goro,Beast,Taunt
Ticket Scalper,League 5,Neutral,Minion,4,Common,Rastakhan's Rumble,Pirate,Draw
Dragonkin Sorcerer,League 5,Neutral,Minion,4,Common,Blackrock Mountain,Dragon,Buff
Vivid Spores,League 4,Shaman,Spell,4,Rare,Ashes of Outland,Nature,"Buff, Deathrattle, Summon"
Illidari Felblade,League 5,Demon Hunter,Minion,4,Rare,Demon Hunter Initiate,None,"Outcast, Rush"
Exploding Bloatbat,League 5,Hunter,Minion,4,Rare,Knights of the Frozen Throne,Beast,"Deal Damage, Deathrattle"
Priest of the Feast,League 5,Priest,Minion,4,Common,One Night in Karazhan,None,Health
Houndmaster,League 5,Hunter,Minion,4,Common,Legacy,"Beast, None","Battlecry, Buff, Taunt"
Suckerhook,League 5,Shaman,Minion,4,Rare,United in Stormwind,Pirate,Weapon
Phantom Freebooter,League 5,Neutral,Minion,4,Rare,Knights of the Frozen Throne,"Pirate, Undead","Battlecry, Weapon"
Jade Lightning,League 4,Shaman,Spell,4,Common,Mean Streets of Gadgetzan,Nature,"Deal Damage, Jade, Summon"
Harbinger Celestia,League 5,Neutral,Minion,4,Legendary,Boomsday Project,None,Stealth
Varden Dawngrasp,League 2,Mage,Minion,4,Legendary,Forged in the Barrens,None,
Wretched Tutor,League 5,Neutral,Minion,4,Common,Scholomance Academy,None,Deal Damage
Grimy Gadgeteer,League 5,Warrior,Minion,4,Common,Mean Streets of Gadgetzan,None,Buff
Keeper of Uldaman,League 5,Paladin,Minion,4,Common,League of Explorers,None,"Battlecry, Buff, Removal"
Scuttlebutt Ghoul,League 4,Neutral,Minion,4,Common,Murder at Castle Nathria,None,"Secret, Summon, Taunt"
Spellbreaker,League 5,Neutral,Minion,4,Common,Legacy,None,"Battlecry, Silence"
Witchwood Piper,League 4,Neutral,Minion,4,Rare,The Witchwood,Demon,"Battlecry, Draw, Tutor"
Thickhide Kodo,League 3,Druid,Minion,4,Common,Forged in the Barrens,Beast,"Armor, Deathrattle, Taunt"
Earth Revenant,League 3,Shaman,Minion,4,Rare,Forged in the Barrens,Elemental,
Nozdormu the Timeless,League 3,Paladin,Minion,4,Legendary,Descent of Dragons,Dragon,
Arcane Keysmith,League 3,Mage,Minion,4,Epic,The Witchwood,None,"Battlecry, Discover, Secret"
Rattling Rascal,League 4,Neutral,Minion,4,Epic,Knights of the Frozen Throne,Undead,"Battlecry, Deathrattle, Summon"
Azure Explorer,League 4,Mage,Minion,4,Common,Descent of Dragons,Dragon,"Battlecry, Discover, Spell Damage"
Call in the Finishers,League 4,Shaman,Spell,4,Common,Mean Streets of Gadgetzan,"Murloc, None",Summon
Sen'jin Shieldmasta,League 5,Neutral,Minion,4,Common,Legacy,None,Taunt
Spirit Healer,League 5,Neutral,Minion,4,Epic,Forged in the Barrens,"Holy, None",Health
Spring the Trap,League 3,Hunter,Spell,4,Epic,Fractured in Alterac Valley,None,"Deal Damage, Secret"
Ashtongue Battlelord,League 5,Demon Hunter,Minion,4,Common,Ashes of Outland,None,"Health, Taunt"
Park Panther,League 3,Druid,Minion,4,Rare,United in Stormwind,Beast,"Hero Attack, Rush"
Star Student Stelina,League 5,Demon Hunter,Minion,4,Legendary,Scholomance Academy,None,"Disruption, Outcast"
Spirit of the Shark,League 2,Rogue,Minion,4,Rare,Rastakhan's Rumble,None,
Jinyu Waterspeaker,League 5,Shaman,Minion,4,Rare,Mean Streets of Gadgetzan,None,"Battlecry, Health, Overload"
Smothering Starfish,League 3,Neutral,Minion,4,Epic,Voyage to the Sunken City,Beast,"Battlecry, Disruption, Silence"
Ironwood Golem,League 5,Druid,Minion,4,Common,Kobolds and Catacombs,None,Taunt
Predatory Instincts,League 5,Druid,Spell,4,Rare,Rastakhan's Rumble,"Beast, None","Buff, Draw"
Southsea Squidface,League 5,Rogue,Minion,4,Common,Whispers of the Old Gods,Pirate,"Deathrattle, Weapon"
Frenzied Felwing,"League 4, Rogue League 2",Neutral,Minion,4,Rare,Descent of Dragons,Demon,Mana
Sword Eater,League 3,Warrior,Minion,4,Common,"Core, Madness at the Darkmoon Faire",Pirate,
Shockspitter,League 3,Hunter,Minion,4,Common,March of the Lich king,Beast,
Rotting Necromancer,League 4,Priest,Minion,4,Common,March of the Lich king,Undead,"Battlecry, Deal Damage, Dredge"
The Voraxx,League 5,Neutral,Minion,4,Legendary,Journey to Un'goro,None,"Buff, Summon"
"Kiri, Chosen of Elune","League 5, Suspect Test",Druid,Minion,4,Legendary,"Core, Madness at the Darkmoon Faire",None,Battlecry
Auspicious Spirits,League 5,Priest,Spell,4,Rare,Madness at the Darkmoon Faire,Shadow,Summon
Naga Corsair,League 5,Neutral,Minion,4,Common,Mean Streets of Gadgetzan,"Naga, Pirate","Battlecry, Weapon"
Bru'kan,League 5,Shaman,Minion,4,Legendary,Forged in the Barrens,"Nature, None",Spell Damage
Darkspear Berserker,League 5,Neutral,Minion,4,Common,Forged in the Barrens,None,"Deal Damage, Deathrattle"
Lost Tallstrider,League 5,Neutral,Minion,4,Common,Goblins v Gnomes,Beast,
